Time,X_desired,Y_desired,X_actual,Y_actual,dX_desired,dY_desired,dX_actual,dY_actual,V_command,Omega_command,u_w1,u_w2
0.0,-1.5205421264400663,-0.8925860655612017,-1.5205421264400663,-0.8925860655612017,0.1,0.0,0.0,0.0,0.1,0.19999999999999996,0.010000000000000002,0.0
0.5,-1.471027096360119,-0.8900067907925777,-1.4753690954069059,-0.8983401067309049,0.09316555520816353,0.009960552268244577,0.09019239774578242,-0.011488508916802996,0.09369649555204185,0.2455194561646952,0.0007315156509167893,0.0029782377123374775
1.0,-1.424929312999519,-0.8824712625469904,-1.4349181157017488,-0.8894653959185257,0.08667273779454575,0.01932938856015779,0.08091083310741136,0.01775136846253959,0.08880196359828783,0.23023488987564392,0.0015750707389364073,0.0008572153469153517
1.5,-1.3820735828309751,-0.8702829249148658,-1.3793116213285255,-0.8999180679940786,0.0805215477591467,0.028106508875739643,0.11128797134356327,-0.02091943906048406,0.08528596305788294,0.32818269805788736,-0.003352838508686625,0.007866109101543648
2.0,-1.3422847123271946,-0.8537452219866303,-1.3220896313092483,-0.8920701059337744,0.07471198510196636,0.03629191321499014,0.11427739888068969,0.015673077613409848,0.08306012089252471,0.3197177559189962,-0.005976049479666965,0.005894371954872447
2.5,-1.3053875079608868,-0.8331615978527103,-1.2733701873810728,-0.8819073281921705,0.06924404982300472,0.04388560157790927,0.09746542515921028,0.020331091111061395,0.08197978081054957,0.3278988563616605,-0.006023869591601955,0.007230024080630816
3.0,-1.2712067762047592,-0.808835496603532,-1.2187174969447432,-0.8586332124677213,0.06411774192226181,0.05088757396449704,0.10929459291797872,0.046543637345595315,0.08185737604640114,0.3244983785219426,-0.009766613025573292,0.0054141652483090975
3.5,-1.2395673235315208,-0.7810703623295222,-1.1743434572494535,-0.8276494761325833,0.05933306139973761,0.05729783037475345,0.08881206857000416,0.0620121524848075,0.08248305002071063,0.29602128933944843,-0.009470287345233377,0.004186479169300708
4.0,-1.2102939564138802,-0.7501696391211067,-1.1342260981481893,-0.7906510534614244,0.054890008255432124,0.0631163708086785,0.08023165760767956,0.07399402269435743,0.08364561716157046,0.2743468658285907,-0.010140950761793829,0.002960376245463879
4.5,-1.1832114813245447,-0.716436771068712,-1.1017755332164456,-0.7461956212987411,0.05078858248934535,0.0683431952662722,0.06494544564637769,0.08897157443269946,0.08514853169891333,0.2361105185026875,-0.009559281126513143,0.0009130471063601851
5.0,-1.1581447047362234,-0.6801752022627645,-1.076988695569058,-0.6989317997536734,0.04702878410147729,0.07297830374753451,0.049527906041088574,0.09444036976106962,0.08681900340323409,0.19986011251626146,-0.008365513110677677,-0.00027054685226262504
5.5,-1.1349184331216247,-0.6416883767936904,-1.0638302661655454,-0.654827258513445,0.04361061309182794,0.07702169625246548,0.026339189605707723,0.08828393105099837,0.08851117029986763,0.1568898691393747,-0.0053816743469959,0.00018766469212217482
6.0,-1.1133574729534563,-0.6012797387519163,-1.058532991841854,-0.607632645782864,0.04053406946039731,0.08047337278106509,0.010593745460237534,0.09438206968557684,0.0901053523037371,0.10777728433816178,-0.0024884157111442545,-0.0007555789873564049
6.5,-1.0932866307044276,-0.5592527322278684,-1.0586275858497776,-0.5635179945766483,0.03779915320718538,0.08333333333333334,-0.00018934592811492332,0.08830294602653303,0.09150530272953977,0.06870171407502303,0.00033294542806503206,-7.04350344419805e-05
7.0,-1.074530712847246,-0.515910801311973,-1.0658643827988599,-0.5168851766994257,0.03540586433219217,0.08560157790927021,-0.014457744615484571,0.0931635053896025,0.09263479567455447,0.015286872477304607,0.004119727889929052,-0.0006587552092879575
7.5,-1.0569145258546206,-0.47155739009465647,-1.077078253010533,-0.47467580543470084,0.03335420283541768,0.08727810650887574,-0.02244425400172516,0.08448090017418348,0.09343431234060025,-0.026729398727927116,0.007596218399305514,0.0005915621674736624
8.0,-1.0402628761992587,-0.42649594266634516,-1.092710866137298,-0.43033585956853937,0.031644168716861897,0.08836291913214991,-0.03124886537259286,0.0886334861461811,0.09385818499915756,-0.07877862609426775,0.0115341024027494,0.0003569349888163015
8.5,-1.02440057035387,-0.3810299031174653,-1.1105527340861034,-0.3912534646262275,0.03027576197652483,0.0888560157790927,-0.03568708823276926,0.07817213313405313,0.09387232448061333,-0.12133254231686788,0.015211501394152744,0.002090744415380176
9.0,-1.009152414791162,-0.3354627155384435,-1.1313560232796656,-0.3486182089433047,0.02924898261440648,0.08875739644970415,-0.04159136700593033,0.08523933643382127,0.09345254629226434,-0.17621940848788398,0.019304395810884046,0.0016673553420744102
9.5,-0.9943432159838429,-0.29009782401970574,-1.1529981808493488,-0.30594219431511643,0.02856383063050683,0.08806706114398422,-0.043340465597238725,0.085462751939816,0.09258347411296755,-0.22683644599178085,0.023055926109325147,0.0018448679499578904
10.0,-0.9797977804046218,-0.24523867265167876,-1.1725351944206823,-0.2652484146067686,0.02822030602482591,0.08678500986193295,-0.03899797080502793,0.08122914114882629,0.09125800572481642,-0.2691493922865633,0.025995569084591434,0.002556561066819653
10.5,-0.9653409145262064,-0.20118870552478835,-1.192607186082487,-0.2190778740567208,0.028218408797363686,0.0849112426035503,-0.040168346906823756,0.09239712336165609,0.0894773586754443,-0.32829871391419957,0.0295653027260468,0.0010403287773826666
11.0,-0.9507974248213054,-0.1582513667294616,-1.1994310639339418,-0.19556795353928896,0.028558138948120194,0.08244575936883627,-0.013653406774973538,0.04703931035391504,0.08725176524337026,-0.31867954126928655,0.029084518483573022,0.00727230358247486
11.5,-0.9359921177626269,-0.11673010035612397,-1.2180878821847954,-0.12026023805200402,0.029239496477095398,0.07938856015779093,-0.0372928308509504,0.15053144955787587,0.08460196001370927,-0.4594498539538554,0.03486280917502143,-0.006761275170420489
12.0,-0.9207497998228793,-0.07692835049520264,-1.2244827187985476,-0.06747360929989793,0.030262481384289344,0.07573964497041422,-0.01280432050385304,0.10569416447737445,0.08156170424763604,-0.4742733583461289,0.03467997208638107,-0.003940926070226494
12.5,-0.9048952774747714,-0.03914956123712343,-1.2160980218000963,-0.0013225264233293816,0.031627093669701956,0.07149901380670612,0.016760139426201314,0.13222915180003098,0.0781817243946669,-0.5132084049436861,0.03260696985688256,-0.009855717280711891
13.0,-0.8882533571910111,-0.0036971766723128408,-1.194662729666889,0.06179228588663722,0.03333333333333332,0.06666666666666671,0.042821354508285676,0.12608467082480598,0.07453559924999302,-0.5351731500454966,0.029692135130092563,-0.012490746671708934
13.5,-0.8706488454443067,0.02912535910880265,-1.1584028194371103,0.12802728795367266,0.03538120037518338,0.06124260355029586,0.07254811805580681,0.1325216945914988,0.07072825340419193,-0.5589979645108052,0.025058705631218023,-0.017018101988607294
