Time,X_desired,Y_desired,X_actual,Y_actual,dX_desired,dY_desired,dX_actual,dY_actual,V_command,Omega_command,u_w1,u_w2
0.0,-0.2147912703828795,-1.7650145506567312,-0.2147912703828795,-1.7650145506567312,0.1,0.0,0.0,0.0,0.1,0.19999999999999996,0.010000000000000002,0.0
0.5,-0.1652762403029324,-1.7624352758881074,-0.17022931578121137,-1.7646646010464866,0.09316555520816353,0.009960552268244577,0.0889682155049762,0.0006986765418713904,0.09369649555204185,0.2259001230909148,0.0009150415181466297,0.0011491200884752334
1.0,-0.11917845694233253,-1.7548997476425199,-0.12432579237375876,-1.763884406046402,0.08667273779454575,0.01932938856015779,0.09182578720040029,0.001560708519401949,0.08880196359828783,0.2540800007616875,-5.713974428306996e-07,0.002675333844463803
1.5,-0.07632272677378825,-1.7427114100103953,-0.07130163934475865,-1.7573052748346514,0.0805215477591467,0.028106508875739643,0.10606120240819997,0.013159862576927125,0.08528596305788294,0.2726583059897344,-0.0030560742078082864,0.0029540511123068583
2.0,-0.03653385627000794,-1.72617370708216,-0.02490996355127807,-1.7479974123904638,0.07471198510196636,0.03629191321499014,0.0928993233565551,0.01863899305578507,0.08306012089252471,0.2828812964723096,-0.002981123097331861,0.003947662546750897
2.5,0.00036334809630006156,-1.7055900829482398,0.02027997776681633,-1.733550424424318,0.06924404982300472,0.04388560157790927,0.09028723406912414,0.02886435666980911,0.08197978081054957,0.28510250551059296,-0.00409598139166357,0.004298158638417845
3.0,0.034544079852427474,-1.6812639816990615,0.0668809584559673,-1.7047422013019176,0.06411774192226181,0.05088757396449704,0.09325274197567218,0.057647838261829336,0.08185737604640114,0.2612004408000529,-0.006147187865695019,0.0016717955305523718
3.5,0.06618353252566583,-1.6534988474250516,0.09778206095168396,-1.6773189950123308,0.05933306139973761,0.05729783037475345,0.06176980543909615,0.054817659572462575,0.08248305002071063,0.23135398861593526,-0.0034035272465376665,0.002630031838957012
4.0,0.09545689964330682,-1.6225981242166363,0.13768252581822593,-1.642331293409757,0.054890008255432124,0.0631163708086785,0.07970686192909335,0.06989291754320276,0.08364561716157046,0.23028420042154685,-0.006704247984858034,0.0012956622458596373
4.5,0.1225393747326421,-1.5888652561642413,0.16476052634938604,-1.6084249531188597,0.05078858248934535,0.0683431952662722,0.05418897202880655,0.0678539659347554,0.08514853169891333,0.19665457492856145,-0.004562154115620514,0.002004892628613514
5.0,0.14760615132096336,-1.552603687358294,0.180790072944325,-1.5827879946717591,0.04702878410147729,0.07297830374753451,0.03209168753423061,0.05132604686848524,0.08681900340323409,0.17056219919929605,-0.001824682505611497,0.005183656419251438
5.5,0.17083242293556225,-1.51411686188922,0.20460960467365732,-1.517138672015622,0.04361061309182794,0.07702169625246548,0.04757751436900252,0.13112900906197633,0.08851117029986763,0.11160581922453609,-0.0037744083015269652,-0.005108550268310895
