X,Y
-3.183453156723572,4.356771075342796
-3.14919967355151,4.33422233329046
-3.106892362871791,4.309241274064152
-3.0598206321299313,4.287229157436956
-3.0174244219252495,4.27632828072362
-2.975450864267762,4.2661517795742565
-2.9318703392980714,4.261885329630302
-2.889759196945243,4.262411358164852
-2.8471585069889227,4.268793989887485
-2.8053755219249057,4.280982549273716
-2.761423317087659,4.299591202024059
-2.7216381372211806,4.3187676044306516
-2.6855139324967,4.342337328904681
-2.6471442316076175,4.369758206592575
-2.6105310581860666,4.399201086482909
-2.578067556690362,4.428505371776625
-2.5468809549762437,4.4587368290831675
-2.5145822274450667,4.492822060035078
-2.4857367958487058,4.525475243564052
-2.4594092259477573,4.556313254242912
-2.426652053962217,4.595778681939322
-2.399442761284199,4.629006095951393
-2.3700488834064486,4.668114942873224
-2.347157395972982,4.7010996954887325
-2.320443729640052,4.723753000788908
-2.296952685786368,4.754669801957699
-2.274624915937809,4.785290147236647
-2.2528909786687144,4.815558993552811
-2.229729270018524,4.844228119863927
-2.2077866524605603,4.871695918987504
-2.1805772611151735,4.905675815738994
-2.151918757347344,4.934898141459971
-2.11895133232926,4.978646589321504
-2.1161657395666515,4.980843893862431
-2.0427670562435902,5.000707940961913
-2.0047682237829907,5.007539809914026
-1.9509255057032722,5.007165399589588
-1.9113036751194845,4.996734864162817
-1.8653018348668966,4.9794389570123405
