Time,X_desired,Y_desired,X_actual,Y_actual,dX_desired,dY_desired,dX_actual,dY_actual,V_command,Omega_command,u_w1,u_w2
0.0,-0.5256137951665267,-0.9108639008025121,-0.5256137951665267,-0.9108639008025121,0.1,0.0,0.0,0.0,0.1,0.19999999999999996,0.010000000000000002,0.0
0.5,-0.4760987650865796,-0.9082846260338882,-0.4828979363113233,-0.9149349574346244,0.09316555520816353,0.009960552268244577,0.08516037751068539,-0.00811625304862219,0.09369649555204185,0.239304981811201,0.0014804348922221795,0.0024727136717603
1.0,-0.4300009817259798,-0.9007490977883008,-0.4256187425374999,-0.9162572250939388,0.08667273779454575,0.01932938856015779,0.11479902652880822,-0.0026500903748612487,0.08880196359828783,0.27384502300372876,-0.0032508527922742382,0.003748760624065704
1.5,-0.38714525155743545,-0.8885607601561762,-0.3808741937138039,-0.9143797723478775,0.0805215477591467,0.028106508875739643,0.08937628797300284,0.003750172070096234,0.08528596305788294,0.2895373008992294,-0.001512579805748772,0.005017534899734465
2.0,-0.3473563810536552,-0.8720230572279407,-0.3313519369154593,-0.9073122121539962,0.07471198510196636,0.03629191321499014,0.09904234115153836,0.014134810347633952,0.08306012089252471,0.3078772588137264,-0.004033480018776791,0.0057446257793411625
2.5,-0.3104591766873471,-0.8514394330940207,-0.2812296885133386,-0.8907169579892446,0.06924404982300472,0.04388560157790927,0.10044239757002238,0.03325603239540679,0.08197978081054957,0.30495042523616483,-0.006042783592102616,0.004990709407772634
3.0,-0.2762784449312197,-0.8271133318448425,-0.2425046229127292,-0.8730880400830129,0.06411774192226181,0.05088757396449704,0.07746420450726309,0.03526424244220237,0.08185737604640114,0.2932465598126941,-0.00471202846034918,0.006159803976046508
3.5,-0.24463899225798139,-0.7993481975708326,-0.18282211281081773,-0.8317950364047103,0.05933306139973761,0.05729783037475345,0.11935978400724365,0.0825823845484451,0.08248305002071063,0.288614740389221,-0.01218436020546697,0.0007162284660186015
4.0,-0.21536562514034038,-0.7684474743624171,-0.14680159069071294,-0.7973509452067525,0.054890008255432124,0.0631163708086785,0.07197034887874307,0.06882058100275679,0.08364561716157046,0.2551006151707015,-0.008564437507293838,0.002319926065025714
4.5,-0.18828315005100513,-0.7347146063100224,-0.1302063555903666,-0.7750976569638627,0.05078858248934535,0.0683431952662722,0.033228433747091786,0.04455748349225681,0.08514853169891333,0.2227487539335705,-0.004051664571838496,0.006416876242785569
5.0,-0.1632163734626839,-0.698453037504075,-0.10736512606901999,-0.7348288336371595,0.04702878410147729,0.07297830374753451,0.04568289470872707,0.08053841472758255,0.08681900340323409,0.1913042770514162,-0.0054505358000913684,0.0028815685153036467
5.5,-0.139990101848085,-0.6599662120350008,-0.08663645256421551,-0.6802617476390321,0.04361061309182794,0.07702169625246548,0.041383111443826566,0.10893875097709349,0.08851117029986763,0.14673063422623311,-0.0051126147635868115,-0.001162151912059671
6.0,-0.11842914167991689,-0.6195575739932268,-0.07707825659491854,-0.6224879339203313,0.04053406946039731,0.08047337278106509,0.019147827891462542,0.11573763974630752,0.0901053523037371,0.09053067552897699,-0.0019964643516063576,-0.0032333907038137877
6.5,-0.09835829943088802,-0.5775305674691789,-0.07973106279578891,-0.5821698370788262,0.03779915320718538,0.08333333333333334,-0.005301383230872224,0.08057191755135004,0.09150530272953977,0.051317439387592416,0.0024473299802958504,0.0007400685391630636
7.0,-0.0796023815737065,-0.5341886365532834,-0.08679331617601063,-0.5400318904216519,0.03540586433219217,0.08560157790927021,-0.014134657094603516,0.08433645673743217,0.09263479567455447,0.005441706216134271,0.0056731456029099825,0.000710837504020652
7.5,-0.061986194581080914,-0.4898352253359669,-0.10149309709897661,-0.48496627670229786,0.03335420283541768,0.08727810650887574,-0.029337421939879867,0.10989845035984186,0.09343431234060025,-0.06572211423299976,0.010219852729319325,-0.0027489292484635165
8.0,-0.045334544925719394,-0.4447737779076556,-0.11218016455220596,-0.45537751927386616,0.031644168716861897,0.08836291913214991,-0.021407361378018918,0.05926950735260655,0.09385818499915756,-0.07037118413912649,0.011989714972136738,0.003969715314575393
8.5,-0.029472239080330392,-0.39930773835877575,-0.13048465292387723,-0.4135990427489866,0.03027576197652483,0.0888560157790927,-0.0365812419036043,0.08349365057839808,0.09387232448061333,-0.13764927359939486,0.016786941772367597,0.001965366959090549
9.0,-0.014224083517622416,-0.3537405507797539,-0.1427722952326338,-0.38350896256788714,0.02924898261440648,0.08875739644970415,-0.024568946593322708,0.060164639756106496,0.09345254629226434,-0.1514059230302068,0.018236614092274058,0.005836116848173088
9.5,0.0005851152896965417,-0.3083756592610162,-0.17005241645622524,-0.32378413351485935,0.02856383063050683,0.08806706114398422,-0.05464461366063481,0.11963437342528425,0.09258347411296755,-0.26229400904069816,0.025384597603706344,-0.0016158838027456864
10.0,0.015130550868917708,-0.2635165078929892,-0.19092828486186722,-0.2828990679848696,0.02822030602482591,0.08678500986193295,-0.04173430400226203,0.08173598917302258,0.09125800572481642,-0.28626720025411345,0.027601344575787286,0.002443158078079076
10.5,0.029587416747333062,-0.21946654076609878,-0.21135707940383813,-0.2335940657637238,0.028218408797363686,0.0849112426035503,-0.040798176303927694,0.09846661138772132,0.0894773586754443,-0.34693844260981616,0.03099610812524626,5.7215621345399394e-05
11.0,0.04413090645223422,-0.17652920197077204,-0.22935759959432922,-0.17753273926746624,0.028558138948120194,0.08244575936883627,-0.03601790591271582,0.11217517947903036,0.08725176524337026,-0.40787360772992887,0.03380645509073995,-0.002872588281349989
11.5,0.05893621351091255,-0.1350079355974344,-0.2346127017874728,-0.13018809411845086,0.029239496477095398,0.07938856015779093,-0.010527593485328684,0.09484595342147244,0.08460196001370927,-0.4231288729137478,0.033331600526080946,-0.002027723474266505
12.0,0.07417853145066017,-0.09520618573651307,-0.23034834660473164,-0.05312742798428996,0.030262481384289344,0.07573964497041422,0.008515833993339095,0.15388864484613823,0.08156170424763604,-0.48766902527846123,0.03262735254463421,-0.012022775762794714
12.5,0.09003305379876808,-0.05742739647843387,-0.2141481645967013,0.020782089402280608,0.031627093669701956,0.07149901380670612,0.03238533843169957,0.14775048408105448,0.0781817243946669,-0.5156437189160866,0.03034229736334718,-0.015446095615506285
13.0,0.10667497408252846,-0.021975011913623277,-0.18377289888060036,0.08375003216705056,0.03333333333333332,0.06666666666666671,0.06087313968474073,0.12619005250541138,0.07453559924999302,-0.5185617863398491,0.026290806661172138,-0.016524842991941853
13.5,0.12427948582923287,0.010847523867492215,-0.14725880512165176,0.14099942325140835,0.03538120037518338,0.06124260355029586,0.07287598262102749,0.11426014451489971,0.07072825340419193,-0.5479309862256522,0.02340435087050406,-0.018316944034852
14.0,0.14302178256617282,0.04073676677448668,-0.1007819492202512,0.1851204825576806,0.03777069479525217,0.05522682445759371,0.09313632926970722,0.08841547965281835,0.06690760438833511,-0.5477298523831851,0.018843809731196898,-0.017757237097841855
14.5,0.16307705782064008,0.0673892727169334,-0.06179591632604588,0.20768853057756234,0.04050181659353966,0.0486193293885602,0.07795440929788612,0.045125875135084585,0.06327903552970793,-0.5708095273465783,0.018742038144233947,-0.013680580360715332
15.0,0.184620505119926,0.09050159760440635,0.01590895390681575,0.23804678302569202,0.04357456577004588,0.041420118343195284,0.15540351588336862,0.060714073035271224,0.06011962230097887,-0.515011565920846,0.005688260109978751,-0.016683914011336162
15.5,0.20782731799132248,0.10977029734647892,0.07078560746277097,0.24358881930690598,0.04698894232477079,0.033629191321499025,0.10972834925354161,0.011081552048737349,0.0577830702692287,-0.5237703319777277,0.007430230359978071,-0.01112708826876654
16.0,0.2328726899621214,0.12489192785272474,0.12221762128016887,0.2398001065966199,0.05074494625771442,0.02524654832347145,0.1028635861921747,-0.007577392901929677,0.056678371297592026,-0.5031696472395683,0.005853642874749226,-0.008208423751849405
16.5,0.2599318145596141,0.13556304503271743,0.1734644531580587,0.22181017279773863,0.05484257756887675,0.01627218934911251,0.10254984937176177,-0.0359995912660349,0.057205703042717986,-0.4205439214172752,0.0038760089598670394,-0.003397534714987378
17.0,0.2891798853110925,0.1414802047960313,0.20583429937905448,0.19238839800901594,0.059281836258257836,0.0067061143984221,0.06461330971129978,-0.058728677105879964,0.05965993698015124,-0.3277383306879994,0.007801411247899608,0.0014526598291317418
17.5,0.3207920957438475,0.1423399630522395,0.2315272050092899,0.1520429496390659,0.06406272232585765,-0.003451676528599623,0.0513781185757094,-0.08067881695334989,0.06415564248496017,-0.19553155867327318,0.010194949448470585,0.006752415383792387
