Time,X_desired,Y_desired,X_actual,Y_actual,dX_desired,dY_desired,dX_actual,dY_actual,V_command,Omega_command,u_w1,u_w2
0.0,0.3920947298413814,-1.034173947850621,0.3920947298413814,-1.034173947850621,0.1,0.0,0.0,0.0,0.1,0.19999999999999996,0.010000000000000002,0.0
0.5,0.4416097599213285,-1.0315946730819971,0.4377361544581462,-1.033973310650388,0.09316555520816353,0.009960552268244577,0.0910804628747933,0.00040038472112923244,0.09369649555204185,0.22673726041772757,0.0005958697796552559,0.0011938805115506085
1.0,0.48770754328192834,-1.0240591448364096,0.4846530056699899,-1.0325273792365308,0.08667273779454575,0.01932938856015779,0.09401575789358468,0.0028974735990295545,0.08880196359828783,0.2530929381178518,-0.00042884824871005235,0.002490014936124947
1.5,0.5305632734504726,-1.011870807204285,0.5394081462770935,-1.0256613482833685,0.0805215477591467,0.028106508875739643,0.1093396882100648,0.013710670365113151,0.08528596305788294,0.2739036603166484,-0.0037663013277539044,0.0028186379589710004
2.0,0.570352143954253,-0.9953331042760495,0.5903518515574859,-1.013074203452189,0.07471198510196636,0.03629191321499014,0.10183506423622334,0.02516135595906836,0.08306012089252471,0.28050342725680105,-0.004712278673748986,0.00288716564320612
2.5,0.607249348320561,-0.9747494801421295,0.6386794459949637,-0.9948305874781513,0.06924404982300472,0.04388560157790927,0.0968737279254466,0.03656973020934585,0.08197978081054957,0.2808646390032987,-0.0059059775776844625,0.0027396978704585287
3.0,0.6414300800766883,-0.9504233788929513,0.6818502020041312,-0.9713658390649788,0.0641177419222618,0.05088757396449704,0.08628954454303603,0.04690125076706154,0.08185737604640114,0.26990792310780076,-0.006259192454821705,0.0024928783369463007
3.5,0.6730695327499266,-0.9226582446189414,0.7165342319017638,-0.9435242569997995,0.059333061399737604,0.05729783037475345,0.06925699903869298,0.055594013383532,0.08248305002071063,0.24439978141896598,-0.005338863679079252,0.002256982937207951
4.0,0.7023428998675677,-0.8917575214105259,0.7532547566614721,-0.9073903631395678,0.05489000825543212,0.0631163708086785,0.07356846071771164,0.0723931634536786,0.08364561716157046,0.22740428602916565,-0.006959030925618395,0.0006356049084041789
4.5,0.7294253749569031,-0.8580246533581312,0.7872130431181964,-0.8654081804832389,0.050788582489345334,0.0683431952662722,0.06787501583016325,0.08391298883748229,0.08514853169891332,0.20444997892799852,-0.007487410150211125,-0.0008186266446102389
