X,Y
-1.8760127124080002,4.734431403725318
-1.9142445462045528,4.6988833799661
-1.9456016470568087,4.662837016135392
-1.973742660404051,4.625596922387938
-1.9987855863018427,4.584953392219101
-2.0168218389563006,4.546278539072025
-2.0301814289388354,4.507964519358166
-2.03808573738684,4.466031814813461
-2.041438994151219,4.422746435333649
-2.0388063977779898,4.376358183864808
-2.032724521862547,4.331657697036634
-2.0221238684636433,4.289560361440781
-2.006958602553399,4.245295793209679
-1.9904552512453473,4.204789298301105
-1.9707076533632895,4.165397330338981
-1.9476897376177924,4.121815071027454
-1.9238972785553632,4.082384458427141
-1.900112415748701,4.045956709609923
-1.875485672974973,4.010187569839265
-1.8472778531609313,3.9722425396735948
-1.8219754412591644,3.937457926369537
-1.7935373595025201,3.9000869646647343
-1.7687339053055395,3.8696034147799243
-1.741891259859217,3.8361160476029097
-1.715074656449138,3.804798374986948
-1.6913546430104434,3.7753708354612976
-1.6677029702562804,3.746299092564973
-1.6473152646083629,3.722906569731044
-1.6276023689040706,3.6964255510851913
-1.6005515623479332,3.65844452831624
-1.5797407893152935,3.636468047825179
-1.5639239501779718,3.616133143665023
-1.5386273244409088,3.5792187031406297
-1.5217754352906012,3.5365037423576107
-1.5197932881634313,3.529915757110254
-1.5131093066923897,3.4536510870786987
-1.5231041462222845,3.4091456084862184
-1.543387593219194,3.368764402042504
-1.571097700502918,3.32961885425151
