Time,X_desired,Y_desired,Theta_desired,X_actual,Y_actual,Theta_actual,V_command,Omega_command
0.0,-0.8275356781038178,-0.1321767976469885,2.754940620122373,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.18000000000000005,-0.14548996863484767
0.2,-0.8454422690779152,-0.12456742512354012,2.723482617824961,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.19594310720031116,-0.2436526239257223
0.4,-0.8617616996265244,-0.11697388124954446,2.687352322609436,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.21004211319600888,-0.3574732534787677
0.6000000000000001,-0.8765253793392356,-0.1093941038065706,2.6455971996237415,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.22236358895363934,-0.4897825991502087
0.8,-0.8897647178056385,-0.10182603057618755,2.5970425262948837,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.23298037461524934,-0.6441436231842643
1.0,-0.9015111246153233,-0.09426759933996447,2.540253210117765,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.24197357656604448,-0.8248620541125453
1.2000000000000002,-0.9117960093578801,-0.08671674787947035,2.473512335765422,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2494350791332442,-1.0368662738104426
1.4000000000000001,-0.9206507816228989,-0.07917141397627427,2.394848903897391,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2554704536079507,-1.2852710976414816
1.6,-0.9281068509999697,-0.07162953541194532,2.302176007843905,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.26020173962837456,-1.5743300912986313
1.8,-0.9341956270786826,-0.06408904996805252,2.193635465822925,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.26376873784518756,-1.9054331253648886
2.0,-0.9389485194486276,-0.05654789542616499,2.068251275525858,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.26632612929064736,-2.0
2.2,-0.9423969376993946,-0.049004009567851746,1.9268832538715546,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.26803256467754893,-2.0
2.4000000000000004,-0.9445722914205738,-0.041455330174681886,1.7731448452912901,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2690290102392916,-2.0
2.6,-0.9455059902017554,-0.03389979502822446,1.6135422468085596,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2694099370134286,-2.0
2.8000000000000003,-0.9452294436325289,-0.02633534191004852,1.4562086276891886,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2692005264211147,-2.0
3.0,-0.9437740613024851,-0.01875990860172316,1.3086469998319814,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2683551428175019,-2.0
3.2,-0.9411712528012133,-0.011171432884817428,1.1758724790105692,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2667793148779548,-2.0
3.4000000000000004,-0.937452427718304,-0.0035678525409003773,1.0599336142283458,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2643614434678945,-2.0
3.6,-0.9326489956433468,0.0040528946484589155,0.9605760424899165,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.2609983979453364,-2.0
3.8000000000000003,-0.9267923661659323,0.011692870901691356,0.8762488944968192,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.25660876825416673,-2.0
4.0,-0.9199139488756503,0.019354138437227938,0.8049127029657116,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.25113603816549956,-2.0
4.2,-0.9120451533620905,0.02703875947349957,0.744516958225663,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.24454635212284706,-2.0
4.4,-0.9032173892148435,0.03474879622893718,0.6932202247244434,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.23682440603316662,-2.0
4.6000000000000005,-0.8934620660234991,0.04248631092197168,0.6494592783953137,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.22796929190019183,-2.0
4.800000000000001,-0.882810593377647,0.050253365771034064,0.6119449440129285,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.21799098485258822,-2.0
5.0,-0.8712943808668778,0.058052022994555204,0.5796289862041301,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.20690759971641837,-2.0
5.2,-0.858944838080781,0.0658843448109661,0.5516638847806069,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.19474332868419303,-2.0
5.4,-0.8457933746089473,0.07375239343869765,0.5273648594632504,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.18152691770920376,-2.0
5.6000000000000005,-0.8318714000409659,0.0816582310961808,0.5061773700411578,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.16729054759610867,-2.0
5.800000000000001,-0.8172103239664278,0.08960392000184644,0.48765057918146887,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.1520690118120846,-2.0
6.0,-0.8018415559749222,0.09759152237412559,0.47141619419798514,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.1358991096761239,-2.0
6.2,-0.7857965056560395,0.10562310043144911,0.4571717933362049,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.11881919556452965,-2.0
6.4,-0.7691065825993697,0.11370071639224799,0.44466774852595875,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.10086884143182488,-2.0
6.6000000000000005,-0.7518031963945025,0.12182643247495316,0.43369697559561454,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.0820885820825165,-2.0
6.800000000000001,-0.733917756631029,0.1300023108979955,0.42408688596885596,-0.8275356781038178,-0.1321767976469885,2.754940620122373,0.0625197213041673,-2.0
