X,Y
1.6574363010319415,-1.4947204132430552
1.6733427355433603,-1.4509191934353565
1.6892742138816177,-1.399924786643294
1.698523689613079,-1.3511872744027202
1.7005533197281635,-1.3040825462514563
1.6992999206844157,-1.260728822243086
1.6926013547772705,-1.2239327403581253
1.682963415488294,-1.191601368190281
1.6652545709748876,-1.148580589324133
1.6503335367776182,-1.1217905255184137
1.6188774517106632,-1.0708817235168362
1.6066389384217277,-1.0576952654695158
1.5463904921910077,-0.9980655123277482
1.544757002164367,-0.9953722577113933
1.487163188617109,-0.9515224494400939
1.4486208178744622,-0.925427036012573
1.406148673599509,-0.8815954028000402
1.378651141436013,-0.8837295890849403
1.3234063484610192,-0.8512168133473452
1.3026508442017153,-0.8399283855527494
1.2658379941614815,-0.8228193404136134
1.2189761273555517,-0.8008741045899627
1.163637728984409,-0.7763774308403721
1.1319903747054127,-0.763865991347219
1.1025145362964406,-0.7516903237229877
1.05752232785352,-0.7336150415868123
1.0255987711551804,-0.7207581009250383
0.9852168231621103,-0.7048175254324143
0.952685874378795,-0.6939648918946221
0.9230381744602557,-0.680338972775956
0.8837369893714152,-0.6606127994847754
0.8467762735633987,-0.639491889778783
0.8246520975702152,-0.6274388897010992
0.7795324035905283,-0.5898398040068769
0.7529673647811234,-0.5567594405289495
0.7295773033289311,-0.5201276264813979
0.718670105950337,-0.4889157474313884
0.7151356633865441,-0.43225179829057797
0.721908164460457,-0.3874157966888811
