X,Y
-2.316950354734876,4.132488339856097
-2.279901514385684,4.107848867845895
-2.234057352794672,4.0797678011758345
-2.1929195528689744,4.0625482100791155
-2.1503974457733706,4.0494274315741405
-2.1098538927491584,4.0397612379781425
-2.065337152746823,4.035456495726456
-2.0209297748106057,4.038879272191787
-1.9807616127815386,4.044715021580118
-1.9375558126763357,4.05712791027541
-1.8935155322704738,4.0752238556846745
-1.855621267005299,4.096516910079116
-1.8163767842129335,4.121086548388139
-1.7804093448829457,4.146895875484058
-1.745455651117797,4.176783741410616
-1.713563966605635,4.205216279545848
-1.6813301874443933,4.238835059536588
-1.6545756898065473,4.270799221075368
-1.624985352109827,4.303634301213766
-1.5975541547893009,4.3360345209713245
-1.5656037381786785,4.3737343103055695
-1.5389154340721094,4.405904334847832
-1.513501869291541,4.441265115085299
-1.4874567102329055,4.478313813406385
-1.4648666047961678,4.50880449528097
-1.438007846576758,4.543518556745553
-1.4097832738151308,4.574102625611546
-1.3906482050490652,4.6017597451166035
-1.3676552764383796,4.628812704906674
-1.3436337925516577,4.667938904821732
-1.317284203868657,4.697235196202704
-1.2923282687227673,4.729217431913784
-1.255992900604917,4.750430176421017
-1.2162139818647455,4.777731050702659
-1.174834329321312,4.798716065162702
-1.1344274483402417,4.80936589140688
-1.0958089965682585,4.812208210618005
-1.0508967018674717,4.8019372251713435
-1.0096608444195294,4.7793065477478
