X,Y
-3.360982024994887,3.1161088943120703
-3.31447691545301,3.1321612560014045
-3.285145452142743,3.1475997081741838
-3.2628215319193865,3.15842304111202
-3.2293048980379515,3.176558607687382
-3.1946287928005224,3.2026238447043567
-3.1630705966674797,3.2339249940447763
-3.1377983615286307,3.2675689579119798
-3.1193244029268454,3.297121581093041
-3.099969657745119,3.3355546326492505
-3.083690665633577,3.3817930564430996
-3.0719764827831977,3.4269373716791764
-3.064436635943361,3.468657957708797
-3.060043127638171,3.515011033726427
-3.0590565729523247,3.546855946776914
-3.0577512597507863,3.601653330123222
-3.059449331940058,3.6383947359500364
-3.063135191292141,3.6857264084142147
-3.0672755268944463,3.732400435354361
-3.073090684477185,3.774784370539838
-3.079667446801707,3.8202836485501
-3.085529962640117,3.8625667224893587
-3.0912800642732576,3.8934188073547253
-3.101274215902397,3.9449831315733257
-3.1078975972577716,3.981116437790566
-3.113973507824727,4.0164423321359255
-3.1196804602682753,4.045341603217532
-3.1295540487056224,4.091003781566407
-3.135158030954634,4.126320758293294
-3.140179128606189,4.159834431451098
-3.1447667377254236,4.199987896742105
-3.1465862415511245,4.244298036722684
-3.1435744847559857,4.2885293305264405
-3.136499086126067,4.332321499181541
-3.1235975096137167,4.371792743563268
-3.1020229404567248,4.408173123186122
-3.0713682710589403,4.43946760161821
-3.034674527291196,4.465340115661872
-2.993334280883001,4.489285050152175
